year,mass
1974,4.299413735776664
1974,0.6422748625711475
1974,0.5383240702032115
1974,0.7492569802140924
1974,12.647052325043644
1974,0.882426246382042
1974,0.5368120366238995
1974,0.4478793143159755
1974,0.5567722338013318
1974,0.041646229262520595
1974,0.5567468992232083
1974,0.14760060223917282
1974,0.4678944862222263
1974,0.5810092417943213
1974,0.8615694417919425
1974,0.6266974617849809
1974,0.7209147807789826
1974,0.31424955278202693
1974,7.088995834166779
1974,0.210027869098395
1974,0.39915854438171894
1974,7.647029672618059
1974,0.4277190714501713
1974,0.19227896494630325
1974,0.02520705742407736
1974,0.7960643240762836
1974,0.6033399750041933
1974,0.9304726934666753
1974,0.9671238531438646
1974,0.9532907756122433
1974,0.2845868531826602
1974,0.3448408952395412
1974,0.3262163393153451
1974,0.5471415289067337
1974,0.8165305048245057
1974,0.9507797445559368
1974,0.9801342293460573
1974,31.925878388066337
1974,0.44625155554557094
1974,0.30611738684893197
1974,0.8990576553588855
1974,0.09163853504021868
1974,0.7225222018380834
1974,10.547497632933041
1974,0.9915048396204782
1974,0.8294771258703387
1974,0.7161484632064584
1974,0.2944919653628374
1974,0.6477940231192054
1974,0.16345247116121298
1974,0.054295317927693265
1974,0.298337694645084
1974,0.5094111493802451
1974,0.4552620752689476
1974,0.5293715747604882
1974,0.07246438743120398
1974,0.47255100796694416
1974,0.7462859308120837
1974,0.24791613528640488
1974,0.7293644999950929
1974,8.670918298168196
1974,0.9189190724426091
1974,0.4505503923319991
1974,0.6229245157651695
1974,0.26134415962504975
1974,0.4769176147528381
1974,0.6702080452782206
1974,0.46437720250001
1974,0.7630843184512243
1974,0.1980497459825672
1974,0.226945979518132
1974,0.5777449136735888
1974,0.12185629823009403
1974,0.4277603321145227
1974,0.33225280241013655
1974,0.590007088810512
1974,0.703939809876642
1974,0.49504315098338103
1974,0.5098438299770617
1974,0.10435799785502509
1974,0.888591300076685
1974,0.5755499954223062
1974,0.006273237693166234
1974,0.027434700531525857
1974,0.90199127645978
1974,0.7306016523789258
1974,3.1646553075546398
1974,6.908926988149542
1974,0.5198264833101671
1974,0.2391741287742013
1974,7.161778736282992
1974,0.2835745568132104
1974,0.4796349293518585
1974,70.91930072370165
1974,0.8724776734630758
1974,0.7180376125271114
1974,4.735437594132468
1974,0.9531578239206466
1974,0.23184249816166846
1974,1.3997413937991583
1974,0.44966578511453636
1974,0.269986945684797
1974,0.31284576219849847
1974,10.38988173280144
1974,0.569834732995052
1974,84.14577434149636
1974,0.5395013902871555
1974,0.6928075800714807
1974,0.6406200616070006
1974,0.8450987558636918
1974,0.48811240316118343
1974,14.789721441477749
1974,0.8521418961847398
1974,0.0509999807382121
1974,0.8558740209228529
1974,0.5358506069071665
1974,0.5573986098081726
1974,0.6000205089490489
1974,0.5562664157139948
1974,1.8664365601960209
1974,0.10663191174696851
1974,0.459315568450669
1974,0.9976772342713102
1974,0.4239783660167187
1974,0.16973068169034522
1974,0.6909973954328452
1974,0.7799807454304011
1974,0.7784420405603059
1974,1.7227270779614403
1974,0.3202724790598753
1974,0.9606735372372588
1974,0.7523007971505223
1974,0.38435202283992786
1974,0.40817848772213194
1974,0.16149130680840407
1974,0.9911091931659466
1974,0.0509069269768514
1974,0.55190853568829
1974,0.9918843070109057
1974,0.9807305415581989
1974,0.29678503862250005
1974,0.4658311142720969
1974,0.47120903868829545
1974,0.35647382693436347
1974,0.6462371345048084
1974,0.45735958831313883
1974,0.6678663008725026
1974,77.84537434578098
1974,0.6360496166996958
1974,0.8667083791743254
1974,0.3633058877341835
1974,0.04908052007743713
1974,0.7273509783296516
1974,0.3011077846823512
1974,0.8751330265585505
1974,0.5300866186842201
1974,0.7784321546944275
1974,0.5301527296811377
1974,0.807511970022012
1974,0.7824815378855942
1974,0.9655135229551455
1974,0.5801090334071569
1974,0.9683866745300554
1974,0.08512964800483003
1974,0.2113160596124002
1974,0.7535312941377572
1974,0.9068162708617871
1974,0.016628889648547696
1974,0.9301872076935269
1974,0.7957639779215704
1974,0.36689814391830733
1974,0.7768144507507732
1974,0.6982095743823099
1974,1.876809563518979
1974,0.9448384018597291
1974,10.546280355851158
1974,1.9686712773101682
1974,0.6408556681075396
1974,0.8541494027783982
1974,0.7642721298457222
1974,0.909362035821082
1974,0.26724274734589315
1974,0.7199587850092477
1974,0.48979840433455446
1974,0.27963649729182893
1974,0.9583369382577619
1974,0.5016846392796667
1974,0.3681462177946012
1974,0.15762103854633946
1974,0.1858399487600335
1974,0.5462071221265936
1974,0.23397000144335367
1974,0.42934600316429083
1974,0.4115087137206189
1974,0.32073221850357614
1974,2.3042721165685154
1974,0.5608724238586653
1974,0.05049487016641874
1974,19.830017157239343
1974,0.1727588430842132
1974,0.4557916717338204
1974,0.5001585499028709
1974,0.06685861106725188
1974,0.734848317884517
1974,13.486480488967743
1974,0.08997372711543317
1974,0.8954692744209113
1974,0.26296558664494585
1974,0.21061271301905504
1974,0.8538706334565476
1974,0.09909620764805027
1974,0.35186170643890236
1974,0.33318447622478
1974,0.5549807928181699
1974,0.0585990081617348
1974,0.3565873818585428
1974,0.44657328535061847
1974,0.6553127242922508
1974,0.21904602487530178
1974,0.939163178896025
1974,0.1859052397462735
1974,0.878026799086326
1974,0.7003337731824153
1974,16.952801959686497
1974,0.1018971216165746
1974,0.3229475186788655
1974,0.0950074359970835
1974,0.828489167076608
1974,0.5657798354365802
1974,0.5966992137621798
1974,7.918490423524659
1974,0.02347250532080536
1974,0.07549244723339132
1974,0.7936529265297531
1974,0.42133784174234223
1974,0.18145466726232995
1974,16.81115449138359
1974,0.3042929972878343
1974,0.41134397295804226
1974,0.8722936539587717
1974,0.9548467383690992
1974,0.903366966093331
1974,0.5993587796713706
1974,0.13083274249979004
1974,0.19740076651865557
1974,0.6823582843446859
1974,0.4005155473339487
1974,0.21724133363099363
1974,0.8781872068527761
1974,12.341152983907259
1974,0.3761295437268781
1974,0.30876876438656675
1974,0.21213107188209535
1974,0.612469100702828
1974,0.16361800326697107
1974,0.31585032198694196
1974,34.036510910832405
1974,1.8322079260449073
1974,0.6483051582785001
1974,0.9731474032465592
1974,0.25669738800490993
1974,0.18617809209301173
1974,0.39217186748211075
1974,9.106984443068116
1974,0.6005573435472915
1974,0.6171474572765688
1974,0.8614119694851243
1974,0.347875538534409
1974,0.9948650005880867
1974,0.5561005877608199
1974,0.11036806188270754
1974,0.8765351663858673
1974,0.8546218557743869
1974,0.7551978526368673
1974,0.03136153329053526
1974,0.6939137248289232
1974,0.8407719362736895
1974,0.5951820921572921
1974,0.40666587109300834
1974,0.26305166905661703
1974,16.298684428134735
1974,0.4003144684328147
1974,0.6282323344255922
1974,0.6524146764939303
1974,0.9916106118606339
1974,0.11988915667543931
1974,0.64760138008007
1974,0.9615305577560815
1974,2.303363356548722
1974,0.67653071922009
1974,0.5652661619818116
1974,0.7559624972693647
1974,0.8862812802924536
1974,0.1732131291590805
1974,0.4812994818639543
1974,0.862601714721985
1974,0.3028256881567717
1974,0.3430308490514745
1974,0.6937699553872396
1974,14.79818496792712
1974,0.7566854359904215
1974,0.07281886722780229
1974,0.14845667085316794
1974,0.48362344338293317
1974,0.22444761189805962
1974,0.6435074281873402
1974,0.29746952816897165
1974,0.09873498303895567
1974,0.9831853720001537
1974,0.8727306607061612
1974,541.9208406834167
1974,0.5801213877619245
1974,0.47996458636068473
1974,0.33860645373404397
1974,0.7945123590713812
1974,0.4227900611648411
1974,0.49952942588710925
1974,0.3235978139650537
1974,0.5392004335177671
1974,1.900638272906268
1974,11.238180310220047
1974,0.3137831438611336
1974,0.46371662621041543
1974,0.6942930068039976
1974,0.40885893852181143
1974,0.8827910687910956
1974,0.6709544537561394
1974,0.34025624743487126
1974,0.11336083382169049
1974,0.9343124942039093
1974,0.14614577928284678
1974,0.06839926013253084
1974,0.7889106226655611
1974,1.8456937529793334
1974,0.09651392824468774
1974,0.6687050574520897
1974,1.066935753910252
1974,0.7955042201359522
1974,0.4694249420955686
1974,0.3312543614373482
1974,0.7225493418391526
1974,0.43723383142941497
1974,1.6631343973727049
1974,0.41595301936093465
1974,0.04922447431645527
1974,0.543559967133089
1974,0.7634933865530248
1974,0.38548212902899115
1974,0.3985297876702977
1974,0.12590969654587658
1974,0.23359603063561818
1974,0.9486164926884454
1974,7.30335210912481
1974,0.7627826881735638
1974,0.6413615527804429
1974,0.7141626365386987
1974,0.8875785468009941
1974,0.19507766319149455
